PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202199,31OCT21,01APR21,31MAR22,221,Paediatric Cardiac Surgery Service,276,234,273,3,3,140,14,183,138,20,75,63,1
202199,31OCT21,01APR21,31MAR22,222,Paediatric Thoracic Surgery Service,5,5,5,0,0,4,0,38,31,1,10,21,1
202199,31OCT21,01APR21,31MAR22,223,Paediatric Epilepsy Service,66,41,40,26,19,62,14,5665,4183,449,696,3487,1
202199,31OCT21,01APR21,31MAR22,240,Paediatric Palliative Medicine Service,,,,,,,,26,7,1,1,6,1
202199,31OCT21,01APR21,31MAR22,241,Paediatric Pain Management Service,10,8,1,9,8,10,1,431,337,33,76,245,1
202199,31OCT21,01APR21,31MAR22,242,Paediatric Intensive Care Service,840,699,839,1,1,419,324,124,115,8,15,100,1
202199,31OCT21,01APR21,31MAR22,251,Paediatric Gastroenterology Service,2519,2243,510,2009,1867,2463,143,13551,9402,1017,2056,7346,1
202199,31OCT21,01APR21,31MAR22,252,Paediatric Endocrinology Service,999,911,146,853,799,983,20,10237,7312,921,1388,5924,1
202199,31OCT21,01APR21,31MAR22,253,Paediatric Clinical Haematology Service,2549,2178,515,2034,1921,2460,259,8665,6694,582,905,5789,1
202199,31OCT21,01APR21,31MAR22,254,Paediatric Audio Vestibular Medicine Service,33,29,4,29,26,32,0,8556,5911,757,2298,3613,1
202199,31OCT21,01APR21,31MAR22,255,Paediatric Clinical Immunology and Allergy Service,895,679,47,848,649,881,13,11116,7166,843,2347,4819,1
202199,31OCT21,01APR21,31MAR22,256,Paediatric Infectious Diseases Service,95,46,41,54,25,75,16,1072,733,114,259,474,1
202199,31OCT21,01APR21,31MAR22,257,Paediatric Dermatology Service,273,179,37,236,148,272,5,19034,12204,2002,4109,8095,1
202199,31OCT21,01APR21,31MAR22,258,Paediatric Respiratory Medicine Service,2071,1036,1770,301,271,1851,873,17692,12247,1662,3751,8496,1
202199,31OCT21,01APR21,31MAR22,259,Paediatric Nephrology Service,973,764,275,698,615,911,111,7281,5535,454,579,4956,1
202199,31OCT21,01APR21,31MAR22,260,Paediatric Medical Oncology Service,4042,3314,1178,2864,2625,3900,486,7679,6401,296,353,6048,1
202199,31OCT21,01APR21,31MAR22,261,Paediatric Inherited Metabolic Medicine Service,209,159,87,122,112,202,36,2093,1378,130,142,1236,1
202199,31OCT21,01APR21,31MAR22,262,Paediatric Rheumatology Service,831,681,80,751,619,825,17,6031,4467,415,889,3493,1
202199,31OCT21,01APR21,31MAR22,263,Paediatric Diabetes Service,138,13,130,8,6,90,74,14451,11004,1018,431,10573,1
202199,31OCT21,01APR21,31MAR22,264,Paediatric Cystic Fibrosis Service,100,75,52,48,40,95,17,1868,1400,71,39,1361,1
202199,31OCT21,01APR21,31MAR22,280,Paediatric Interventional Radiology Service,66,63,31,35,33,52,0,293,208,1,42,166,1
202199,31OCT21,01APR21,31MAR22,290,Community Paediatric Service,31,25,5,26,24,31,3,32548,25040,2831,5215,19802,1
202199,31OCT21,01APR21,31MAR22,291,Paediatric Neurodisability Service,39,36,10,29,27,38,1,8075,6132,614,1465,4667,1
202199,31OCT21,01APR21,31MAR22,300,General Internal Medicine Service,307164,95457,289990,17174,14407,217393,197491,121944,102840,6746,51432,51408,1
202199,31OCT21,01APR21,31MAR22,301,Gastroenterology Service,125137,106837,26264,98873,95191,105010,4283,261788,196556,19692,67924,128621,1
202199,31OCT21,01APR21,31MAR22,302,Endocrinology Service,12497,5269,9751,2746,2601,5568,2652,87580,61465,7575,14824,46640,1
202199,31OCT21,01APR21,31MAR22,303,Clinical Haematology Service,53699,48859,7170,46529,44667,51512,2816,219777,178733,10154,21074,157659,1
202199,31OCT21,01APR21,31MAR22,304,Clinical Physiology Service,11,9,4,7,7,9,2,61864,48262,3768,25254,23008,1
202199,31OCT21,01APR21,31MAR22,305,Clinical Pharmacology Service,456,245,373,83,81,229,90,1677,1238,130,329,909,1
202199,31OCT21,01APR21,31MAR22,306,Hepatology Service,3407,2228,2042,1365,1198,1965,238,42221,29559,5127,6163,23392,1
202199,31OCT21,01APR21,31MAR22,307,Diabetes Service,6447,2009,6100,347,319,2541,2160,127194,95139,13247,14718,80421,1
202199,31OCT21,01APR21,31MAR22,308,Blood and Marrow Transplantation Service,523,459,219,304,274,487,40,3448,2887,108,152,2735,1
202199,31OCT21,01APR21,31MAR22,309,Haemophilia Service,230,203,45,185,175,228,34,4421,3352,442,361,2991,1
202199,31OCT21,01APR21,31MAR22,310,Audio Vestibular Medicine Service,2,2,0,2,2,2,0,35908,27724,1854,8980,18744,1
202199,31OCT21,01APR21,31MAR22,311,Clinical Genetics Service,13,10,2,11,9,12,0,9206,7320,592,4399,2921,1
202199,31OCT21,01APR21,31MAR22,313,Clinical Immunology and Allergy Service,754,673,13,741,665,754,9,5129,3436,457,1175,2261,1
202199,31OCT21,01APR21,31MAR22,314,Rehabilitation Medicine Service,4612,2391,4470,142,58,2491,400,27578,20127,2083,4633,15494,1
202199,31OCT21,01APR21,31MAR22,315,Palliative Medicine Service,915,204,908,7,7,354,211,10534,9580,253,1784,7796,1
202199,31OCT21,01APR21,31MAR22,316,Clinical Immunology Service,571,566,4,567,562,570,0,3615,2562,271,360,2202,1
202199,31OCT21,01APR21,31MAR22,317,Allergy Service,689,653,3,686,650,687,0,11603,7783,1191,2777,5006,1
202199,31OCT21,01APR21,31MAR22,318,Intermediate Care Service,1079,326,1079,0,0,545,36,79974,79115,618,10910,68205,1
202199,31OCT21,01APR21,31MAR22,319,Respite Care Service,235,0,235,0,0,235,0,,,,,,
202199,31OCT21,01APR21,31MAR22,320,Cardiology Service,54563,35868,39484,15079,14148,31286,11353,398708,307917,26269,131714,176189,1
202199,31OCT21,01APR21,31MAR22,321,Paediatric Cardiology Service,1069,903,633,436,396,866,112,21762,15564,1466,4522,11042,1
202199,31OCT21,01APR21,31MAR22,322,Clinical Microbiology Service,34,14,20,14,9,23,5,12012,9987,680,8217,1770,1
202199,31OCT21,01APR21,31MAR22,323,Spinal Injuries Service,233,202,202,31,30,195,24,2469,1871,155,176,1695,1
202199,31OCT21,01APR21,31MAR22,324,Anticoagulant Service,3,3,3,0,0,3,2,66167,57247,4047,4687,52560,1
202199,31OCT21,01APR21,31MAR22,325,Sport and Exercise Medicine Service,866,227,860,6,6,802,792,1573,939,122,397,542,1
202199,31OCT21,01APR21,31MAR22,326,Acute Internal Medicine Service,6706,1913,6699,7,6,5103,5081,2845,2666,100,1919,747,1
202199,31OCT21,01APR21,31MAR22,327,Cardiac Rehabilitation Service,,,,,,,,11526,9052,760,1704,7348,1
202199,31OCT21,01APR21,31MAR22,328,Stroke Medicine Service,12449,7137,12395,54,36,5660,5332,10135,7574,669,3661,3913,1
202199,31OCT21,01APR21,31MAR22,329,Transient Ischaemic Attack Service,156,99,155,1,1,106,102,9460,8072,317,6505,1567,1
202199,31OCT21,01APR21,31MAR22,330,Dermatology Service,12682,12040,301,12381,11848,12603,62,363746,269010,24294,92301,176709,1
202199,31OCT21,01APR21,31MAR22,331,Congenital Heart Disease Service,82,75,57,25,25,77,15,6182,3820,383,706,3114,1
202199,31OCT21,01APR21,31MAR22,340,Respiratory Medicine Service,47459,18596,41221,6238,5167,17908,10495,233349,172538,19035,53458,119080,1
202199,31OCT21,01APR21,31MAR22,341,Respiratory Physiology Service,486,409,418,68,46,436,21,55845,42675,5051,14301,28374,1
202199,31OCT21,01APR21,31MAR22,342,Pulmonary Rehabilitation Service,,,,,,,,3294,2674,163,446,2228,1
202199,31OCT21,01APR21,31MAR22,343,Adult Cystic Fibrosis Service,495,231,236,259,112,432,75,2594,1837,287,66,1771,1
202199,31OCT21,01APR21,31MAR22,344,Complex Specialised Rehabilitation Service,42,41,42,0,0,17,2,1030,912,75,280,632,1
202199,31OCT21,01APR21,31MAR22,345,Specialist Rehabilitation Service,20,17,20,0,0,7,1,690,556,84,32,524,1
202199,31OCT21,01APR21,31MAR22,346,Local Specialist Rehabilitation Service,23,14,23,0,0,7,1,127,114,13,18,96,1
202199,31OCT21,01APR21,31MAR22,347,Sleep Medicine Service,,,,,,,,319,243,21,80,163,1
202199,31OCT21,01APR21,31MAR22,348,Post-COVID-19 Syndrome Service,,,,,,,,1244,977,121,552,425,1
202199,31OCT21,01APR21,31MAR22,350,Infectious Diseases Service,3536,1368,3158,378,329,1402,975,50971,37699,5277,13918,23781,1
202199,31OCT21,01APR21,31MAR22,352,Tropical Medicine Service,70,36,70,0,0,48,47,424,374,44,153,221,1
202199,31OCT21,01APR21,31MAR22,360,Genitourinary Medicine Service,100,49,78,22,22,45,15,9753,7735,910,1246,6489,1
202199,31OCT21,01APR21,31MAR22,361,Renal Medicine Service,15099,9389,11017,4082,3585,8689,3241,112444,86819,7551,8855,77964,1
202199,31OCT21,01APR21,31MAR22,370,Medical Oncology Service,36741,32927,5471,31270,29864,35816,3352,206819,174136,4420,14328,159808,1
202199,31OCT21,01APR21,31MAR22,371,Nuclear Medicine Service,41,38,32,9,9,41,0,3987,3050,116,1496,1554,1
202199,31OCT21,01APR21,31MAR22,400,Neurology Service,13024,11188,4687,8337,8058,11484,2003,182329,128591,14282,39042,89549,1
202199,31OCT21,01APR21,31MAR22,401,Clinical Neurophysiology Service,148,146,23,125,124,148,1,22302,18020,1783,16545,1475,1
202199,31OCT21,01APR21,31MAR22,410,Rheumatology Service,10992,9914,1195,9797,9395,10402,294,248381,176862,16350,29175,147683,1
202199,31OCT21,01APR21,31MAR22,420,Paediatric Service,77559,12781,73550,4009,2959,73153,62427,194270,145006,16715,68474,76502,1
202199,31OCT21,01APR21,31MAR22,421,Paediatric Neurology Service,1070,832,365,705,595,974,119,11258,8138,769,1871,6267,1
202199,31OCT21,01APR21,31MAR22,422,Neonatal Critical Care Service,14411,5968,14401,10,9,11233,770,9660,7647,701,2877,4770,1
202199,31OCT21,01APR21,31MAR22,424,Well Baby Service,38357,1599,38350,7,1,37813,307,2972,2264,355,827,1437,1
202199,31OCT21,01APR21,31MAR22,430,Elderly Medicine Service,70957,21890,69864,1093,888,25310,23350,38706,28367,2561,12367,16000,1
202199,31OCT21,01APR21,31MAR22,431,Orthogeriatric Medicine Service,9,8,9,0,0,7,7,,,,,,
202199,31OCT21,01APR21,31MAR22,450,Dental Medicine Service,350,324,24,326,310,349,13,10146,7551,931,2597,4954,1
202199,31OCT21,01APR21,31MAR22,451,Special Care Dentistry Service,94,88,1,93,87,94,0,42,28,3,5,23,1
202199,31OCT21,01APR21,31MAR22,460,Medical Ophthalmology Service,613,610,3,610,608,612,1,10776,8262,863,1465,6797,1
202199,31OCT21,01APR21,31MAR22,499,"Non-UK Provider; specialty function not known, tre",4,0,4,0,0,4,4,,,,,,
202199,31OCT21,01APR21,31MAR22,501,Obstetrics Service,85722,48641,85302,420,365,82767,1414,353570,290783,20842,73263,217516,1
202199,31OCT21,01APR21,31MAR22,502,Gynaecology Service,40262,26305,25873,14389,12976,38894,16082,373111,280816,23580,133065,147751,1
202199,31OCT21,01APR21,31MAR22,503,Gynaecological Oncology Service,1772,1558,1307,465,427,1672,114,27223,20725,1437,8286,12439,1
202199,31OCT21,01APR21,31MAR22,505,Fetal Medicine Service,7,7,0,7,7,7,0,3142,2491,140,873,1618,1
202199,31OCT21,01APR21,31MAR22,560,Midwifery Service,18501,7855,18489,12,4,17701,182,318414,257856,17923,54153,203703,1
202199,31OCT21,01APR21,31MAR22,650,Physiotherapy Service,146,49,110,36,34,93,50,417684,328535,34453,98025,230496,1
202199,31OCT21,01APR21,31MAR22,651,Occupational Therapy Service,,,,,,,,43445,35095,3622,10789,24298,1
202199,31OCT21,01APR21,31MAR22,652,Speech and Language Therapy Service,1,0,1,0,0,1,0,19069,16274,845,3625,12630,1
202199,31OCT21,01APR21,31MAR22,653,Podiatry Service,168,144,5,163,139,167,1,58441,45157,3440,6624,38533,1
202199,31OCT21,01APR21,31MAR22,654,Dietetics Service,2,1,1,1,1,2,1,64306,51621,5125,14943,36678,1
202199,31OCT21,01APR21,31MAR22,655,Orthoptics Service,2,2,1,1,1,2,0,51360,34766,6400,8986,25780,1
202199,31OCT21,01APR21,31MAR22,656,Clinical Psychology Service,2,1,2,0,0,1,0,17496,14116,1417,2567,11549,1
202199,31OCT21,01APR21,31MAR22,657,Prosthetics Service,,,,,,,,1818,1554,68,128,1425,1
202199,31OCT21,01APR21,31MAR22,658,Orthotics Service,2,2,2,0,0,2,2,28944,22294,1997,8229,14065,1
202199,31OCT21,01APR21,31MAR22,659,Dramatherapy Service,,,,,,,,1,1,0,1,0,1
202199,31OCT21,01APR21,31MAR22,661,Music Therapy Service,,,,,,,,2,2,0,0,2,1
202199,31OCT21,01APR21,31MAR22,662,Optometry Service,40,36,0,40,36,40,0,9240,6557,936,2105,4452,1
202199,31OCT21,01APR21,31MAR22,663,Podiatric Surgery Service,227,215,12,215,203,227,1,3413,2121,202,499,1622,1
202199,31OCT21,01APR21,31MAR22,675,Cardiac Physiology Service,,,,,,,,1271,1140,76,262,876,1
202199,31OCT21,01APR21,31MAR22,700,Learning Disability Service,255,0,255,0,0,240,67,13246,10976,1051,2868,8108,1
202199,31OCT21,01APR21,31MAR22,710,Adult Mental Health Service,4710,29,4707,3,0,3365,2462,126003,97090,14053,13392,83698,1
202199,31OCT21,01APR21,31MAR22,711,Child and Adolescent Psychiatry Service,87,2,87,0,0,70,25,38651,31881,3419,5467,26414,1
202199,31OCT21,01APR21,31MAR22,712,Forensic Psychiatry Service,120,0,120,0,0,57,9,1867,1711,74,286,1425,1
202199,31OCT21,01APR21,31MAR22,713,Medical Psychotherapy Service,16,14,2,14,14,16,1,5027,3780,347,441,3339,1
202199,31OCT21,01APR21,31MAR22,715,Old Age Psychiatry Service,792,18,788,4,3,595,355,20130,16115,800,3507,12608,1
202199,31OCT21,01APR21,31MAR22,720,Eating Disorders Service,9,0,9,0,0,8,0,1542,1255,86,99,1156,1
202199,31OCT21,01APR21,31MAR22,721,Addiction Service,38,24,38,0,0,37,0,238,127,67,50,77,1
202199,31OCT21,01APR21,31MAR22,722,Liaison Psychiatry Service,2,0,2,0,0,2,2,1120,1014,53,360,654,1
202199,31OCT21,01APR21,31MAR22,723,Psychiatric Intensive Care Service,26,0,26,0,0,12,6,,,,,,
202199,31OCT21,01APR21,31MAR22,724,Perinatal Mental Health Service,16,0,16,0,0,13,4,657,428,102,67,361,1
202199,31OCT21,01APR21,31MAR22,725,Mental Health Recovery and Rehabilitation Service,,,,,,,,348,213,43,25,188,1
202199,31OCT21,01APR21,31MAR22,727,Dementia Assessment Service,,,,,,,,547,436,37,149,287,1
202199,31OCT21,01APR21,31MAR22,800,Clinical Oncology Service,32114,28766,4392,27722,26478,30985,2288,258682,226229,4985,33789,192437,1
202199,31OCT21,01APR21,31MAR22,811,Interventional Radiology Service,5628,5209,1365,4263,4043,4783,77,8838,7675,343,4832,2843,1
202199,31OCT21,01APR21,31MAR22,812,Diagnostic Imaging Service,815,756,93,722,672,770,5,453959,428310,8529,210454,217856,1
202199,31OCT21,01APR21,31MAR22,822,Chemical Pathology Service,293,262,60,233,222,276,10,7363,5156,624,1413,3743,1
202199,31OCT21,01APR21,31MAR22,834,Medical Virology Service,3,2,1,2,1,3,0,28596,22987,1733,18310,4677,1
202199,31OCT21,01APR21,31MAR22,840,Audiology Service,1,1,1,0,0,1,1,128128,113361,6132,45620,67741,1
202199,31OCT21,01APR21,31MAR22,920,Diabetic Education Service,,,,,,,,305,274,12,107,167,1
202199,30SEP21,01APR21,31MAR22,&,Not Known,203,10,197,6,6,172,11,47258,34745,3027,1232,5764,1
202199,30SEP21,01APR21,31MAR22,100,General Surgery Service,106015,71451,69277,36738,34289,94813,50454,249255,194072,14828,77242,116829,1
202199,30SEP21,01APR21,31MAR22,101,Urology Service,53912,43367,25103,28809,26379,50056,11744,339674,251524,20929,72750,178770,1
202199,30SEP21,01APR21,31MAR22,102,Transplant Surgery Service,1001,728,791,210,194,752,289,10315,8107,785,750,7357,1
202199,30SEP21,01APR21,31MAR22,103,Breast Surgery Service,6607,6352,2087,4520,4382,6523,115,160081,128910,7379,61849,67059,1
202199,30SEP21,01APR21,31MAR22,104,Colorectal Surgery Service,24801,21024,8493,16308,15661,22627,3570,116666,88824,6748,40820,48004,1
202199,30SEP21,01APR21,31MAR22,105,Hepatobiliary and Pancreatic Surgery Service,2536,1642,2170,366,338,1627,545,9919,7370,569,2004,5366,1
202199,30SEP21,01APR21,31MAR22,106,Upper Gastrointestinal Surgery Service,8314,6582,4100,4214,3951,7269,1975,23047,17048,1660,7262,9786,1
202199,30SEP21,01APR21,31MAR22,107,Vascular Surgery Service,7859,6098,5291,2568,2292,6523,2183,60942,42836,4599,18558,24278,1
202199,30SEP21,01APR21,31MAR22,108,Spinal Surgery Service,4139,3496,2247,1892,1800,3811,674,35008,26705,1997,8541,18164,1
202199,30SEP21,01APR21,31MAR22,109,Bariatric Surgery Service,69,62,58,11,10,67,0,1549,1309,204,236,1073,1
202199,30SEP21,01APR21,31MAR22,110,Trauma and Orthopaedic Service,77344,65377,50542,26802,25163,70440,23355,768617,600922,50898,219070,381837,1
202199,30SEP21,01APR21,31MAR22,111,Orthopaedic Service,3,1,3,0,0,1,1,29,8,4,0,8,1
202199,30SEP21,01APR21,31MAR22,113,Endocrine Surgery Service,20,18,17,3,2,20,0,688,452,42,160,292,1
202199,30SEP21,01APR21,31MAR22,115,Trauma Surgery Service,201,168,191,10,10,187,160,3602,2645,443,1070,1575,1
202199,30SEP21,01APR21,31MAR22,120,Ear Nose and Throat Service,18822,14672,9922,8900,8270,18095,5664,291853,205933,23953,86090,119841,1
202199,30SEP21,01APR21,31MAR22,130,Ophthalmology Service,66817,63723,2696,64121,61837,66339,1071,862247,653700,63504,165857,487760,1
202199,30SEP21,01APR21,31MAR22,140,Oral Surgery Service,10100,9359,1483,8617,8157,9929,738,88208,63170,7937,27834,35336,1
202199,30SEP21,01APR21,31MAR22,141,Restorative Dentistry Service,344,330,10,334,322,343,1,29950,21841,2150,3965,17876,1
202199,30SEP21,01APR21,31MAR22,142,Paediatric Dentistry Service,1640,1416,35,1605,1390,1640,7,11167,7880,1050,2681,5199,1
202199,30SEP21,01APR21,31MAR22,143,Orthodontic Service,42,38,4,38,37,39,2,70992,50974,5238,3988,46986,1
202199,30SEP21,01APR21,31MAR22,144,Maxillofacial Surgery Service,7144,6240,2549,4595,4293,6988,1501,59162,41172,5405,14649,26523,1
202199,30SEP21,01APR21,31MAR22,145,Oral and Maxillofacial Surgery Service,323,294,76,247,234,322,46,2724,2055,188,745,1310,1
202199,30SEP21,01APR21,31MAR22,150,Neurosurgical Service,6583,5344,5558,1025,933,5237,1860,42910,31288,2602,9884,21404,1
202199,30SEP21,01APR21,31MAR22,160,Plastic Surgery Service,17738,15916,5583,12155,11516,17407,3472,115596,85929,7416,27254,58675,1
202199,30SEP21,01APR21,31MAR22,161,Burns Care Service,416,281,381,35,31,392,296,6611,5303,475,1295,4008,1
202199,30SEP21,01APR21,31MAR22,170,Cardiothoracic Surgery Service,788,637,775,13,12,518,107,4886,3740,194,1204,2536,1
202199,30SEP21,01APR21,31MAR22,171,Paediatric Surgery Service,4092,3185,2410,1682,1546,3769,1338,20922,14446,1683,6513,7933,1
202199,30SEP21,01APR21,31MAR22,172,Cardiac Surgery Service,2204,1745,2184,20,17,1584,259,7761,6113,324,1773,4340,1
202199,30SEP21,01APR21,31MAR22,173,Thoracic Surgery Service,2100,1792,1974,126,119,1893,301,7346,5955,368,1612,4343,1
202199,30SEP21,01APR21,31MAR22,174,Cardiothoracic Transplantation Service,209,182,162,47,45,194,55,1578,1177,41,62,1115,1
202199,30SEP21,01APR21,31MAR22,180,Emergency Medicine Service,44216,10087,44138,78,57,43538,43421,18946,16980,849,13311,3669,1
202199,30SEP21,01APR21,31MAR22,190,Anaesthetic Service,1182,843,540,642,456,899,181,108373,86564,4844,37968,48596,1
202199,30SEP21,01APR21,31MAR22,191,Pain Management Service,11728,11257,223,11505,11061,11630,49,85254,64657,7496,16074,48583,1
202199,30SEP21,01APR21,31MAR22,192,Intensive Care Medicine Service,3361,2218,3359,2,2,1233,1106,2111,1611,141,1058,553,1
202199,30SEP21,01APR21,31MAR22,199,"Non-UK Provider; specialty function not known, tre",672,0,672,0,0,163,41,45,0,18,0,0,1
202199,30SEP21,01APR21,31MAR22,211,Paediatric Urology Service,1603,1437,377,1226,1129,1582,124,10441,7025,1102,2230,4795,1
202199,30SEP21,01APR21,31MAR22,212,Paediatric Transplantation Surgery Service,14,8,8,6,0,12,1,16,10,0,1,9,1
202199,30SEP21,01APR21,31MAR22,213,Paediatric Gastrointestinal Surgery Service,4,4,1,3,3,4,0,15,10,1,8,2,1
202199,30SEP21,01APR21,31MAR22,214,Paediatric Trauma and Orthopaedic Service,2134,1831,1465,669,601,2026,746,45096,32651,3742,13811,18840,1
202199,30SEP21,01APR21,31MAR22,215,Paediatric Ear Nose and Throat Service,1872,1656,829,1043,981,1826,246,22086,14159,2061,5719,8440,1
202199,30SEP21,01APR21,31MAR22,216,Paediatric Ophthalmology Service,575,544,77,498,473,572,14,49561,33602,5989,9362,24240,1
202199,30SEP21,01APR21,31MAR22,217,Paediatric Oral and Maxillofacial Surgery Service,334,299,148,186,181,333,103,2362,1654,175,732,922,1
202199,30SEP21,01APR21,31MAR22,218,Paediatric Neurosurgery Service,723,592,516,207,181,592,140,3188,2460,188,560,1900,1
202199,30SEP21,01APR21,31MAR22,219,Paediatric Plastic Surgery Service,1579,1378,865,714,663,1565,571,10451,8252,776,2940,5312,1
202199,30SEP21,01APR21,31MAR22,220,Paediatric Burns Care Service,270,249,210,60,55,266,174,2488,2161,171,569,1592,1
202199,30SEP21,01APR21,31MAR22,221,Paediatric Cardiac Surgery Service,299,263,294,5,5,167,10,183,147,22,76,71,1
202199,30SEP21,01APR21,31MAR22,222,Paediatric Thoracic Surgery Service,4,2,4,0,0,3,0,41,33,0,12,21,1
202199,30SEP21,01APR21,31MAR22,223,Paediatric Epilepsy Service,59,38,34,25,18,53,10,5706,4158,445,756,3402,1
202199,30SEP21,01APR21,31MAR22,240,Paediatric Palliative Medicine Service,,,,,,,,24,9,3,0,9,1
202199,30SEP21,01APR21,31MAR22,241,Paediatric Pain Management Service,15,15,4,11,11,15,0,439,358,25,74,266,1
202199,30SEP21,01APR21,31MAR22,242,Paediatric Intensive Care Service,807,639,807,0,0,365,272,161,147,14,17,130,1
202199,30SEP21,01APR21,31MAR22,251,Paediatric Gastroenterology Service,2766,2445,539,2227,2074,2685,162,14462,9996,1126,2226,7770,1
202199,30SEP21,01APR21,31MAR22,252,Paediatric Endocrinology Service,958,857,131,827,772,940,19,10870,7780,990,1455,6325,1
202199,30SEP21,01APR21,31MAR22,253,Paediatric Clinical Haematology Service,2648,2288,528,2120,2008,2558,254,9585,7240,694,978,6262,1
202199,30SEP21,01APR21,31MAR22,254,Paediatric Audio Vestibular Medicine Service,26,24,2,24,22,26,0,9145,6169,899,2482,3687,1
202199,30SEP21,01APR21,31MAR22,255,Paediatric Clinical Immunology and Allergy Service,874,624,70,804,582,851,8,11800,7547,885,2490,5057,1
202199,30SEP21,01APR21,31MAR22,256,Paediatric Infectious Diseases Service,105,44,67,38,15,62,14,1085,773,127,264,509,1
202199,30SEP21,01APR21,31MAR22,257,Paediatric Dermatology Service,283,195,39,244,167,280,6,18147,11963,1767,3953,8010,1
202199,30SEP21,01APR21,31MAR22,258,Paediatric Respiratory Medicine Service,1725,966,1451,274,234,1554,625,18016,12346,1752,3510,8836,1
202199,30SEP21,01APR21,31MAR22,259,Paediatric Nephrology Service,1000,756,298,702,589,914,92,7597,5725,500,638,5087,1
202199,30SEP21,01APR21,31MAR22,260,Paediatric Medical Oncology Service,3990,3298,1128,2862,2641,3883,468,8275,6880,323,444,6436,1
202199,30SEP21,01APR21,31MAR22,261,Paediatric Inherited Metabolic Medicine Service,224,168,71,153,132,219,17,2080,1384,117,118,1266,1
202199,30SEP21,01APR21,31MAR22,262,Paediatric Rheumatology Service,832,677,91,741,612,822,24,6454,4814,429,913,3842,1
202199,30SEP21,01APR21,31MAR22,263,Paediatric Diabetes Service,117,10,102,15,5,88,68,15282,11507,1185,464,11043,1
202199,30SEP21,01APR21,31MAR22,264,Paediatric Cystic Fibrosis Service,92,74,44,48,40,90,9,1851,1360,59,21,1339,1
202199,30SEP21,01APR21,31MAR22,280,Paediatric Interventional Radiology Service,72,69,32,40,38,48,0,379,304,1,59,245,1
202199,30SEP21,01APR21,31MAR22,290,Community Paediatric Service,20,16,4,16,15,20,4,35346,27298,3115,6010,21277,1
202199,30SEP21,01APR21,31MAR22,291,Paediatric Neurodisability Service,33,30,6,27,26,33,2,8469,6440,565,1521,4919,1
202199,30SEP21,01APR21,31MAR22,300,General Internal Medicine Service,307538,95368,290345,17193,14348,217339,197381,123664,104516,6461,51857,52659,1
202199,30SEP21,01APR21,31MAR22,301,Gastroenterology Service,125815,107632,26420,99395,95755,105320,4106,272350,204280,21017,70990,133277,1
202199,30SEP21,01APR21,31MAR22,302,Endocrinology Service,12897,5392,10043,2854,2662,5474,2462,97470,68183,8348,16230,51953,1
202199,30SEP21,01APR21,31MAR22,303,Clinical Haematology Service,56402,51528,7111,49291,47369,54250,2805,239026,193784,11176,21601,172183,1
202199,30SEP21,01APR21,31MAR22,304,Clinical Physiology Service,6,5,2,4,4,6,1,62208,47370,4119,24275,23095,1
202199,30SEP21,01APR21,31MAR22,305,Clinical Pharmacology Service,488,219,405,83,79,247,120,1651,1156,121,294,862,1
202199,30SEP21,01APR21,31MAR22,306,Hepatology Service,3484,2340,2075,1409,1251,2059,268,46194,32193,5743,6726,25465,1
202199,30SEP21,01APR21,31MAR22,307,Diabetes Service,6446,2017,5996,450,398,2735,2227,137633,103248,13951,16253,86995,1
202199,30SEP21,01APR21,31MAR22,308,Blood and Marrow Transplantation Service,485,406,230,255,219,443,46,3749,3127,132,160,2967,1
202199,30SEP21,01APR21,31MAR22,309,Haemophilia Service,289,273,37,252,250,287,33,4590,3434,448,419,3015,1
202199,30SEP21,01APR21,31MAR22,310,Audio Vestibular Medicine Service,1,0,1,0,0,1,1,37423,29099,2037,9628,19471,1
202199,30SEP21,01APR21,31MAR22,311,Clinical Genetics Service,14,10,0,14,10,14,0,9795,7795,641,4669,3126,1
202199,30SEP21,01APR21,31MAR22,313,Clinical Immunology and Allergy Service,837,773,16,821,763,835,11,5378,3550,522,1292,2258,1
202199,30SEP21,01APR21,31MAR22,314,Rehabilitation Medicine Service,4663,2467,4510,153,76,2405,376,28631,21171,2076,4650,16521,1
202199,30SEP21,01APR21,31MAR22,315,Palliative Medicine Service,937,184,926,11,10,404,233,11516,10435,298,1864,8571,1
202199,30SEP21,01APR21,31MAR22,316,Clinical Immunology Service,610,598,4,606,594,610,0,3998,2833,267,433,2400,1
202199,30SEP21,01APR21,31MAR22,317,Allergy Service,680,643,20,660,624,680,0,11730,8066,1264,2948,5118,1
202199,30SEP21,01APR21,31MAR22,318,Intermediate Care Service,1121,353,1120,1,1,579,37,80075,79287,576,11172,68115,1
202199,30SEP21,01APR21,31MAR22,319,Respite Care Service,234,0,234,0,0,234,0,1,1,0,0,1,1
202199,30SEP21,01APR21,31MAR22,320,Cardiology Service,56131,37278,39741,16390,15397,32465,11220,426343,328707,27510,137145,191548,1
